language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
fr,adj,central,central (m),,,,central,La place centrale est très belle.,The central square is very beautiful.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,conscient,"conscious, aware (m)",,,,conscient,Elle est consciente de ses responsabilités.,She is aware of her responsibilities.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,démocratique,"democratic (m, f)",,,,démocratique,Le pays a un gouvernement démocratique.,The country has a democratic government.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,divers,"varied, diverse (m)",,,,divers,Il y a des films divers au cinéma.,There are various movies at the cinema.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,économique,"economic (m, f)",,,,économique,Ce produit est très économique.,This product is very economical.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,efficace,"efficient, effective (m, f)",,,,efficace,Cette méthode est efficace.,This method is effective.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,étroit,"narrow, tight (m)",,,,étroit,Cette rue est trop étroite.,This street is too narrow.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,global,global (m),,,,global,Le problème est mondial.,The problem is global.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,le pire/la pire/les pires,the worst (m/f/pl),,,,le pire/la pire/les pires,C'est le pire jour de ma vie.,It's the worst day of my life.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,libéral,liberal (m),,,,libéral,Il a une vision libérale.,He has a liberal view.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,mondial,"worldwide, global (m)",,,,mondial,Le sport est mondial.,Sports are worldwide.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,nucléaire,"nuclear (m, f)",,,,nucléaire,L'énergie nucléaire est forte.,Nuclear energy is powerful.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,occidental,western (m),,,,occidental,La culture occidentale est diverse.,Western culture is diverse.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,officiel,official (m),,,,officiel,C'est une déclaration officielle.,This is an official statement.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,puissant,powerful (m),,,,puissant,Il a un moteur puissant.,He has a powerful engine.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,responsable,"responsible (m, f)",,,,responsable,Elle est responsable de l'équipe.,She is responsible for the team.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,tranquille,"quiet (m, f)",,,,tranquille,La ville est très tranquille.,The city is very quiet.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,vif,lively (m),,,,vif,Le chat est très vif.,The cat is very lively.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adj,vivant,"alive, living (m)",,,,vivant,Le poisson est vivant.,The fish is alive.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adv,autour,around,,,,autour,Il est autour de la maison.,He is around the house.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adv,le pire,"the worst, the least well",,,,le pire,C'est le pire que je connaisse.,It's the worst I know.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,adv,relativement,relatively,,,,relativement,Le prix est relativement bas.,The price is relatively low.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la addition,bill,,,la,la addition,L'addition est sur la table.,The bill is on the table.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la affiche,poster,,,la,la affiche,La affiche est suspendue au mur.,The poster is hanging on the wall.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la Afrique,Africa,,,la,la Afrique,Je veux visiter la Afrique.,I want to visit Africa.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la Asie,Asia,,,la,la Asie,Elle aime voyager en Asie.,She likes traveling in Asia.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la association,association,,,la,la association,L'association aide beaucoup.,The association helps a lot.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la attaque,attack,,,la,la attaque,La attaque a été violente.,The attack was violent.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la banlieue,"suburbs, outskirts",,,la,la banlieue,Ils vivent en banlieue.,They live in the suburbs.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la bataille,battle,,,la,la bataille,La bataille a duré longtemps.,The battle lasted a long time.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la circulation,traffic,,,la,la circulation,La circulation est dense aujourd'hui.,Traffic is heavy today.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la cité,council estate,,,la,la cité,La cité est très animée.,The council estate is very lively.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la communauté,community,,,la,la communauté,La communauté locale est soudée.,The local community is united.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la coopération,cooperation,,,la,la coopération,La coopération est importante.,Cooperation is important.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la Corse,Corsica,,,la,la Corse,Je visite la Corse cet été.,I'm visiting Corsica this summer.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la démocratie,democracy,,,la,la démocratie,La démocratie est essentielle.,Democracy is essential.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la destruction,destruction,,,la,la destruction,La destruction du bâtiment était rapide.,The destruction of the building was quick.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la direction,"direction, management",,,la,la direction,Il travaille à la direction.,He works in management.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la distance,distance,,,la,la distance,La distance est trop grande.,The distance is too great.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la économie,economy,,,la,la économie,L'économie est en croissance.,The economy is growing.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la élection,election,,,la,la élection,L'élection aura lieu demain.,The election will take place tomorrow.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la enquête,"survey, investigation",,,la,la enquête,L'enquête a montré beaucoup de résultats.,The survey showed many results.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la espèce,species,,,la,la espèce,Cette espèce d'oiseau est en danger.,This bird species is endangered.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la Europe,Europe,,,la,la Europe,L'Europe est connue pour sa culture riche.,Europe is known for its rich culture.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la évolution,evolution,,,la,la évolution,L'évolution des animaux est fascinante.,The evolution of animals is fascinating.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la explication,explanation,,,la,la explication,Je cherche une explication claire.,I'm looking for a clear explanation.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la feuille,"leaf, sheet",,,la,la feuille,La feuille tombe en automne.,The leaf falls in autumn.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la frontière,border,,,la,la frontière,La frontière sépare deux pays.,The border separates two countries.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la guerre,war,,,la,la guerre,La guerre cause beaucoup de souffrance.,War causes a lot of suffering.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la humanité,humanity,,,la,la humanité,L'humanité doit protéger la planète.,Humanity must protect the planet.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la industrie,industry,,,la,la industrie,L'industrie automobile est importante.,The automobile industry is important.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la libération,liberation,,,la,la libération,La libération a changé leur vie.,The liberation changed their lives.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la loi,law,,,la,la loi,La loi protège nos droits.,The law protects our rights.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la météo,weather forecast,,,la,la météo,La météo annonce du soleil demain.,The weather forecast predicts sun tomorrow.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la nécessité,"necessity, need",,,la,la nécessité,Il y a une nécessité d'agir vite.,There is a need to act quickly.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la paix,peace,,,la,la paix,La paix est essentielle pour vivre heureux.,Peace is essential to live happily.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la pierre,stone,,,la,la pierre,La pierre est très lourde.,The stone is very heavy.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la plante,plant,,,la,la plante,La plante a besoin d'eau.,The plant needs water.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la pluie,rain,,,la,la pluie,La pluie tombe souvent en hiver.,Rain falls often in winter.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la protection,protection,,,la,la protection,La protection de l'environnement est importante.,Protecting the environment is important.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la province,province,,,la,la province,La province est plus calme que la ville.,The province is quieter than the city.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la puissance,power,,,la,la puissance,Ce moteur a beaucoup de puissance.,This engine has a lot of power.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la quantité,quantity,,,la,la quantité,La quantité d'eau est suffisante.,The amount of water is enough.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la république,republic,,,la,la république,La France est une république.,France is a republic.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la richesse,wealth,,,la,la richesse,Il possède beaucoup de richesse.,He has a lot of wealth.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la rivière,river,,,la,la rivière,La rivière coule près de la forêt.,The river flows near the forest.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la souffrance,suffering,,,la,la souffrance,Elle ressent beaucoup de souffrance.,She feels a lot of suffering.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la tragédie,tragedy,,,la,la tragédie,C'était une grande tragédie.,It was a great tragedy.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la Tunisie,Tunisia,,,la,la Tunisie,La Tunisie a de belles plages.,Tunisia has beautiful beaches.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la utilisation,use,,,la,la utilisation,L'utilisation de l'eau doit être responsable.,The use of water must be responsible.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (f),la vague,wave,,,la,la vague,Une vague énorme arrive.,A huge wave is coming.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (m),le arme,"weapon, arms",,,le,le arme,L'arme est dangereuse.,The weapon is dangerous.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
fr,n (m),le attentat,"attack, assassination attempt",,,le,le attentat,L'attentat a causé beaucoup de peur.,The attack caused a lot of fear.,AQA,Communication and the world around us,Environment and where people live,higher,1,KS4
