language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
de,3146.0,climate,Klima (nt),n,(nt),KS4,edexcel,,Environmental issues,higher,,
de,4506.0,"waste, rubbish",der Müll,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,4575.0,climate change,der Klimawandel,n,(m),KS4,edexcel,,Environmental issues,higher,,
de,4826.0,"tin, can",die Dose,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,,pollution,die Verschmutzung,n,(f),KS4,edexcel,,Environmental issues,higher,,
de,,renewable,erneuerbar,adj,,KS4,edexcel,,Environmental issues,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Music,higher,,
de,563.0,(to) record | recording,aufnehmen,v,,KS4,edexcel,,Music,higher,,
de,654.0,(to) appear (on stage) | appearing (on stage),auftreten,v,,KS4,edexcel,,Music,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Music,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,Music,higher,,
de,1001.0,"review, criticism",die Kritik,n,(f),KS4,edexcel,,Music,higher,,
de,1063.0,"(I, she, he, it) sang",sang,v,,KS4,edexcel,,Music,higher,,
de,1065.0,"content, plot",der Inhalt,n,(m),KS4,edexcel,,Music,higher,,
de,1279.0,(to) invite | inviting,einladen,v,,KS4,edexcel,,Music,higher,,
de,1279.0,"invited | (have, has) invited",(aux) ... eingeladen,v,,KS4,edexcel,,Music,higher,,
de,1291.0,digital,digital,adj,,KS4,edexcel,,Music,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,Music,higher,,
de,1368.0,"public, audience",Publikum (nt),n,(nt),KS4,edexcel,,Music,higher,,
de,1410.0,"viewer, audience member",der Zuschauer,n,(m),KS4,edexcel,,Music,higher,,
de,1662.0,"sound, tone",der Ton,n,(m),KS4,edexcel,,Music,higher,,
de,1728.0,"mood, atmosphere",die Stimmung,n,(f),KS4,edexcel,,Music,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,Music,higher,,
de,1784.0,"electronic, electronically",elektronisch,adj,,KS4,edexcel,,Music,higher,,
de,1853.0,(to) perform | performing,aufführen,v,,KS4,edexcel,,Music,higher,,
de,1921.0,event,die Veranstaltung,n,(f),KS4,edexcel,,Music,higher,,
de,2089.0,"festival, holiday, fair, party",Fest (nt),n,(nt),KS4,edexcel,,Music,higher,,
de,2117.0,"youth, young people",die Jugend,n,(f),KS4,edexcel,,Music,higher,,
de,2382.0,role model,Vorbild (nt),n,(nt),KS4,edexcel,,Music,higher,,
de,2952.0,"grade, note",die Note,n,(f),KS4,edexcel,,Music,higher,,
de,3188.0,(to) teach | teaching,unterrichten,v,,KS4,edexcel,,Music,higher,,
de,,earbuds,Ohrhörer (pl),n (pl),,KS4,edexcel,,Music,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,TV and film,higher,,
de,507.0,"(to) watch, look at | watching, looking at","ansehen, sich ansehen",v,,KS4,edexcel,,TV and film,higher,,
de,593.0,"narrow, narrowly, close, closely, tight (clothing)",eng,adj,,KS4,edexcel,,TV and film,higher,,
de,654.0,(to) appear (on stage) | appearing (on stage),auftreten,v,,KS4,edexcel,,TV and film,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,TV and film,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,TV and film,higher,,
de,1001.0,"review, criticism",die Kritik,n,(f),KS4,edexcel,,TV and film,higher,,
de,1063.0,"(I, she, he, it) sang",sang,v,,KS4,edexcel,,TV and film,higher,,
de,1065.0,"content, plot",der Inhalt,n,(m),KS4,edexcel,,TV and film,higher,,
de,1279.0,(to) invite | inviting,einladen,v,,KS4,edexcel,,TV and film,higher,,
de,1279.0,"invited | (have, has) invited",(aux) ... eingeladen,v,,KS4,edexcel,,TV and film,higher,,
de,1291.0,digital,digital,adj,,KS4,edexcel,,TV and film,higher,,
de,1361.0,"violence, force",die Gewalt,n,(f),KS4,edexcel,,TV and film,higher,,
de,1368.0,"public, audience",Publikum (nt),n,(nt),KS4,edexcel,,TV and film,higher,,
de,1410.0,"viewer, audience member",der Zuschauer,n,(m),KS4,edexcel,,TV and film,higher,,
de,1634.0,"suspense, tension",die Spannung,n,(f),KS4,edexcel,,TV and film,higher,,
de,1646.0,"appliance, piece of equipment",Gerät (nt),n,(nt),KS4,edexcel,,TV and film,higher,,
de,1662.0,"sound, tone",der Ton,n,(m),KS4,edexcel,,TV and film,higher,,
de,1704.0,actor,der Schauspieler,n,(m),KS4,edexcel,,TV and film,higher,,
de,1708.0,competition,die Konkurrenz,n,(f),KS4,edexcel,,TV and film,higher,,
de,1727.0,writer,der Schriftsteller,n,(m),KS4,edexcel,,TV and film,higher,,
de,1728.0,"mood, atmosphere",die Stimmung,n,(f),KS4,edexcel,,TV and film,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,TV and film,higher,,
de,1784.0,"electronic, electronically",elektronisch,adj,,KS4,edexcel,,TV and film,higher,,
de,1853.0,(to) perform | performing,aufführen,v,,KS4,edexcel,,TV and film,higher,,
de,1921.0,event,die Veranstaltung,n,(f),KS4,edexcel,,TV and film,higher,,
de,2089.0,"festival, holiday, fair, party",Fest (nt),n,(nt),KS4,edexcel,,TV and film,higher,,
de,2117.0,"youth, young people",die Jugend,n,(f),KS4,edexcel,,TV and film,higher,,
de,2382.0,role model,Vorbild (nt),n,(nt),KS4,edexcel,,TV and film,higher,,
de,2754.0,"screen, monitor",der Bildschirm,n,(m),KS4,edexcel,,TV and film,higher,,
de,,earbuds,Ohrhörer (pl),n (pl),,KS4,edexcel,,TV and film,higher,,
de,305.0,"(you (sing informal)) read | (you (sing informal)) are reading | (you (sing informal)) have read | (he, she, it, one) reads | (he, she, it, one) is reading | (he, she, it, one) has read",liest,v,,KS4,edexcel,,Social media and gaming,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Social media and gaming,higher,,
de,507.0,"(to) watch, look at | watching, looking at","ansehen, sich ansehen",v,,KS4,edexcel,,Social media and gaming,higher,,
de,563.0,(to) record | recording,aufnehmen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,586.0,(to) own | owning,besitzen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Social media and gaming,higher,,
de,949.0,"(to) look at, watch | looking at, watching","anschauen, sich anschauen",v,,KS4,edexcel,,Social media and gaming,higher,,
de,1001.0,"review, criticism",die Kritik,n,(f),KS4,edexcel,,Social media and gaming,higher,,
de,1054.0,"(to) fight, struggle | fighting, struggling",kämpfen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1151.0,"social, socially",gesellschaftlich,adj,,KS4,edexcel,,Social media and gaming,higher,,
de,1254.0,"(to) decrease, reduce | decreasing, reducing",abnehmen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1279.0,(to) invite | inviting,einladen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1279.0,"invited | (have, has) invited",(aux) ... eingeladen,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1291.0,digital,digital,adj,,KS4,edexcel,,Social media and gaming,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,Social media and gaming,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,Social media and gaming,higher,,
de,1492.0,competition,der Wettbewerb,n,(m),KS4,edexcel,,Social media and gaming,higher,,
de,1546.0,"(to) check, control | checking, controlling",kontrollieren,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1634.0,"suspense, tension",die Spannung,n,(f),KS4,edexcel,,Social media and gaming,higher,,
de,1646.0,"appliance, piece of equipment",Gerät (nt),n,(nt),KS4,edexcel,,Social media and gaming,higher,,
de,1708.0,competition,die Konkurrenz,n,(f),KS4,edexcel,,Social media and gaming,higher,,
de,1748.0,"(to) spend (money), give out | spending (money), giving out",ausgeben,v,,KS4,edexcel,,Social media and gaming,higher,,
de,1784.0,"electronic, electronically",elektronisch,adj,,KS4,edexcel,,Social media and gaming,higher,,
de,1898.0,"(to) amuse oneself, chat | amusing oneself, chatting",(sich) unterhalten,v,,KS4,edexcel,,Social media and gaming,higher,,
de,2117.0,"youth, young people",die Jugend,n,(f),KS4,edexcel,,Social media and gaming,higher,,
de,2754.0,"screen, monitor",der Bildschirm,n,(m),KS4,edexcel,,Social media and gaming,higher,,
de,,cybercrime,der Cyberkriminalität,n,(m),KS4,edexcel,,Social media and gaming,higher,,
de,,earbuds,Ohrhörer (pl),n (pl),,KS4,edexcel,,Social media and gaming,higher,,
de,113.0,"(I, she, he, it) remained, stayed",blieb,v,,KS4,edexcel,,School,higher,,
de,184.0,"(I, she, he, it, one) wrote",schrieb,v,,KS4,edexcel,,School,higher,,
de,211.0,"(I, she, he, it, one) understood",verstand,v,,KS4,edexcel,,School,higher,,
de,256.0,"task, assignment, exercise",die Aufgabe,n,(f),KS4,edexcel,,School,higher,,
de,271.0,"(you (sing informal)) wear, carry | (you (sing informal)) are wearing, carrying | (you (sing informal)) have worn, carried",trägst,v,,KS4,edexcel,,School,higher,,
de,271.0,"(he, she, it, one) wears, carries | (he, she, it, one) is wearing, carrying | (he, she, it, one) has worn, carried",trägt,v,,KS4,edexcel,,School,higher,,
de,285.0,(to) manage | managing,schaffen,v,,KS4,edexcel,,School,higher,,
de,287.0,(to) receive | receiving,erhalten,v,,KS4,edexcel,,School,higher,,
de,290.0,"value, worth",der Wert,n,(m),KS4,edexcel,,School,higher,,
de,290.0,worth,wert,adj,,KS4,edexcel,,School,higher,,
de,305.0,"(you (sing informal)) read | (you (sing informal)) are reading | (you (sing informal)) have read | (he, she, it, one) reads | (he, she, it, one) is reading | (he, she, it, one) has read",liest,v,,KS4,edexcel,,School,higher,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,School,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,School,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,School,higher,,
de,338.0,(you (sing informal)) help | (you (sing informal)) are helping | (you (sing informal)) have helped,hilfst,v,,KS4,edexcel,,School,higher,,
de,338.0,"(he, she, it, one) helps | (he, she, it, one) is helping | (he, she, it, one) has helped",hilft,v,,KS4,edexcel,,School,higher,,
de,338.0,"(I, she, he, it) helped",half,v,,KS4,edexcel,,School,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,School,higher,,
de,799.0,choice,die Wahl,n,(f),KS4,edexcel,,School,higher,,
de,839.0,member,Mitglied (nt),n,(nt),KS4,edexcel,,School,higher,,
de,861.0,"mistake, error",der Fehler,n,(m),KS4,edexcel,,School,higher,,
de,899.0,"association, club",der Verein,n,(m),KS4,edexcel,,School,higher,,
de,1050.0,"serious, seriously, earnest, earnestly",ernst,adj,,KS4,edexcel,,School,higher,,
de,1096.0,"(to) injure (oneself), hurt | injuring (oneself), hurting",(sich) verletzen,v,,KS4,edexcel,,School,higher,,
de,1247.0,"(to) start, found | starting, founding",gründen,v,,KS4,edexcel,,School,higher,,
de,1259.0,(to) draw | drawing,zeichnen,v,,KS4,edexcel,,School,higher,,
de,1270.0,"sheet, leaf",Blatt,n,(nt),KS4,edexcel,,School,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,School,higher,,
de,1375.0,"strict, strictly",streng,adj,,KS4,edexcel,,School,higher,,
de,1386.0,building,Gebäude (nt),n,(nt),KS4,edexcel,,School,higher,,
de,1408.0,"(to) test, examine, check | testing, examining, checking",prüfen,v,,KS4,edexcel,,School,higher,,
de,1439.0,(to) fill (in) | filling (in),(aus)füllen,v,,KS4,edexcel,,School,higher,,
de,1536.0,knowledge,die Kenntnis,n,(f),KS4,edexcel,,School,higher,,
de,1708.0,competition,die Konkurrenz,n,(f),KS4,edexcel,,School,higher,,
de,1714.0,"(to) take part in, participate in | taking part in, participating in",teilnehmen an,v,,KS4,edexcel,,School,higher,,
de,1727.0,writer,der Schriftsteller,n,(m),KS4,edexcel,,School,higher,,
de,1753.0,attention,die Aufmerksamkeit,n,(f),KS4,edexcel,,School,higher,,
de,1765.0,(to) translate | translating,übersetzen,v,,KS4,edexcel,,School,higher,,
de,1775.0,initiative,die Initiative,n,(f),KS4,edexcel,,School,higher,,
de,1884.0,"(to) choose, select | choosing, selecting",auswählen,v,,KS4,edexcel,,School,higher,,
de,1893.0,"(to) train, educate | training, educating",ausbilden,v,,KS4,edexcel,,School,higher,,
de,1898.0,"(to) amuse oneself, chat | amusing oneself, chatting",(sich) unterhalten,v,,KS4,edexcel,,School,higher,,
de,1910.0,leaving qualification,der Abschluss,n,(m),KS4,edexcel,,School,higher,,
de,2041.0,"headteacher, director",der Direktor,n,(m),KS4,edexcel,,School,higher,,
de,2089.0,"festival, holiday, fair, party",Fest (nt),n,(nt),KS4,edexcel,,School,higher,,
de,2117.0,"youth, young people",die Jugend,n,(f),KS4,edexcel,,School,higher,,
de,2952.0,"grade, note",die Note,n,(f),KS4,edexcel,,School,higher,,
de,3188.0,(to) teach | teaching,unterrichten,v,,KS4,edexcel,,School,higher,,
de,,(to) chat | chatting,plaudern,v,,KS4,edexcel,,School,higher,,
de,,bullying,Mobbing (nt),n,(nt),KS4,edexcel,,School,higher,,
de,,higher education,die Hochschulbildung,n,(f),KS4,edexcel,,School,higher,,
de,,timetable,der Stundenplan,n,(m),KS4,edexcel,,School,higher,,
de,,"Sixth Form, college",die Oberstufe,n,(f),KS4,edexcel,,School,higher,,
de,184.0,"(I, she, he, it, one) wrote",schrieb,v,,KS4,edexcel,,Future opportunities,higher,,
de,236.0,"company, enterprise, business",Unternehmen (nt),n,(nt),KS4,edexcel,,Future opportunities,higher,,
de,285.0,(to) manage | managing,schaffen,v,,KS4,edexcel,,Future opportunities,higher,,
de,287.0,(to) receive | receiving,erhalten,v,,KS4,edexcel,,Future opportunities,higher,,
de,338.0,(you (sing informal)) help | (you (sing informal)) are helping | (you (sing informal)) have helped,hilfst,v,,KS4,edexcel,,Future opportunities,higher,,
de,338.0,"(he, she, it, one) helps | (he, she, it, one) is helping | (he, she, it, one) has helped",hilft,v,,KS4,edexcel,,Future opportunities,higher,,
de,338.0,"(I, she, he, it) helped",half,v,,KS4,edexcel,,Future opportunities,higher,,
de,639.0,employee,der Mitarbeiter,n,(m),KS4,edexcel,,Future opportunities,higher,,
de,667.0,(to) build | building,bauen,v,,KS4,edexcel,,Future opportunities,higher,,
de,799.0,choice,die Wahl,n,(f),KS4,edexcel,,Future opportunities,higher,,
de,843.0,worldwide,weltweit,adj/adv,,KS4,edexcel,,Future opportunities,higher,,
de,888.0,worry,die Sorge,n,(f),KS4,edexcel,,Future opportunities,higher,,
de,1322.0,"skill, ability, capability",die Fähigkeit,n,(f),KS4,edexcel,,Future opportunities,higher,,
de,1475.0,(the) poorest,der / die / das ärmste,adj,,KS4,edexcel,,Future opportunities,higher,,
de,1604.0,purpose,der Zweck,n,(m),KS4,edexcel,,Future opportunities,higher,,
de,1704.0,actor,der Schauspieler,n,(m),KS4,edexcel,,Future opportunities,higher,,
de,1765.0,(to) translate | translating,übersetzen,v,,KS4,edexcel,,Future opportunities,higher,,
de,1884.0,"(to) choose, select | choosing, selecting",auswählen,v,,KS4,edexcel,,Future opportunities,higher,,
de,1893.0,"(to) train, educate | training, educating",ausbilden,v,,KS4,edexcel,,Future opportunities,higher,,
de,1910.0,leaving qualification,der Abschluss,n,(m),KS4,edexcel,,Future opportunities,higher,,
de,2041.0,"headteacher, director",der Direktor,n,(m),KS4,edexcel,,Future opportunities,higher,,
de,2382.0,role model,Vorbild (nt),n,(nt),KS4,edexcel,,Future opportunities,higher,,
de,2952.0,"grade, note",die Note,n,(f),KS4,edexcel,,Future opportunities,higher,,
de,3188.0,(to) teach | teaching,unterrichten,v,,KS4,edexcel,,Future opportunities,higher,,
de,,higher education,die Hochschulbildung,n,(f),KS4,edexcel,,Future opportunities,higher,,
de,193.0,"(to) pull, move | pulling, moving",ziehen,v,,KS4,edexcel,,Transport,higher,,
de,193.0,"pulled, moved | (have, has) pulled, moved",(aux) … gezogen,v,,KS4,edexcel,,Transport,higher,,
de,306.0,"look, view, glance",der Blick,n,(m),KS4,edexcel,,Transport,higher,,
de,309.0,"(to) reach, catch (the bus) | reaching, catching (the bus)",erreichen,v,,KS4,edexcel,,Transport,higher,,
de,321.0,"(I, she, he, it) increased, climbed",stieg,v,,KS4,edexcel,,Transport,higher,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,Transport,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,Transport,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Transport,higher,,
de,824.0,(to) fly | flying,fliegen,v,,KS4,edexcel,,Transport,higher,,
de,824.0,"(I, she, he, it) flew",flog,v,,KS4,edexcel,,Transport,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,Transport,higher,,
de,1546.0,"(to) check, control | checking, controlling",kontrollieren,v,,KS4,edexcel,,Transport,higher,,
de,1571.0,foreign,ausländisch,adj,,KS4,edexcel,,Transport,higher,,
de,1573.0,"far, distant",fern,adj,,KS4,edexcel,,Transport,higher,,
de,1621.0,"away, distant",entfernt,adv,,KS4,edexcel,,Transport,higher,,
de,1721.0,vehicle,Fahrzeug (nt),n,(nt),KS4,edexcel,,Transport,higher,,
de,2131.0,traffic,der Verkehr,n,(m),KS4,edexcel,,Transport,higher,,
de,2181.0,"sustainable, sustainably",nachhaltig,adj,,KS4,edexcel,,Transport,higher,,
de,3582.0,arrival,die Ankunft,n,(f),KS4,edexcel,,Transport,higher,,
de,3771.0,luggage,Gepäck (nt),n,(nt),KS4,edexcel,,Transport,higher,,
de,4014.0,"excursion, trip, outing",der Ausflug,n,(m),KS4,edexcel,,Transport,higher,,
de,4417.0,departure,die Abfahrt,n,(f),KS4,edexcel,,Transport,higher,,
de,,credit card,die Kreditkarte,n,(f),KS4,edexcel,,Transport,higher,,
de,,tram,die Straßenbahn,n,(f),KS4,edexcel,,Transport,higher,,
de,,tiring,ermüdend,adj,,KS4,edexcel,,Transport,higher,,
de,113.0,"(I, she, he, it) remained, stayed",blieb,v,,KS4,edexcel,,Accommodation,higher,,
de,184.0,"(I, she, he, it, one) wrote",schrieb,v,,KS4,edexcel,,Accommodation,higher,,
de,306.0,"look, view, glance",der Blick,n,(m),KS4,edexcel,,Accommodation,higher,,
de,323.0,"(you (sing informal)) eat | (you (sing informal)) are eating | (you (sing informal)) have eaten | (he, she, it, one) eats | (he, she, it, one) is eating | (he, she, it, one) has eaten",isst,v,,KS4,edexcel,,Accommodation,higher,,
de,323.0,"(I, she, he, it) ate",aß,v,,KS4,edexcel,,Accommodation,higher,,
de,334.0,"price, prize",der Preis,n,(m),KS4,edexcel,,Accommodation,higher,,
de,679.0,(you (sing informal)) sleep | (you (sing informal)) are sleeping | (you (sing informal)) have slept,schläfst,v,,KS4,edexcel,,Accommodation,higher,,
de,679.0,"(he, she, it, one) sleeps | (he, she, it, one) is sleeping | (he, she, it, one) has slept",schläft,v,,KS4,edexcel,,Accommodation,higher,,
de,762.0,"bad, serious",schlimm,adj,,KS4,edexcel,,Accommodation,higher,,
de,1373.0,loss,der Verlust,n,(m),KS4,edexcel,,Accommodation,higher,,
de,1439.0,(to) fill (in) | filling (in),(aus)füllen,v,,KS4,edexcel,,Accommodation,higher,,
de,1571.0,foreign,ausländisch,adj,,KS4,edexcel,,Accommodation,higher,,
de,1677.0,star,der Stern,n,(m),KS4,edexcel,,Accommodation,higher,,
de,3434.0,meal,die Mahlzeit,n,(f),KS4,edexcel,,Accommodation,higher,,
de,4249.0,(to) complain | complaining,sich beschweren,v,,KS4,edexcel,,Accommodation,higher,,
